type,title,director,cast,country,rating,listed_in
Movie,the hater,['JanKomasa'],"['MaciejMusiałowski', 'AgataKulesza', 'DanutaStenka', 'VanessaAleksander', 'MaciejStuhr', 'JacekKoman', 'AdamGradowski', 'PiotrBiedron', 'MartynikaKosnica']",['Poland'],TV-MA,"['Dramas', 'InternationalMovies', 'Thrillers']"
Movie,the hatred,['MichaelG.Kehoe'],"['SarahDavenport', 'AndrewDivoff', 'GabrielleBourne', 'BayleyCorman', 'AlishaWainwright', 'NinaSiemaszko', 'ShaeSmolik', 'DavidNaughton', 'AmandaWyss', 'DarbyWalker']",['UnitedStates'],R,['HorrorMovies']
TV Show,the haunted hathaways,['nan'],"['AmberFrank', 'CurtisHarris', 'BenjaminFloresJr.', 'BreannaYde', 'GiniferKing', 'ChicoBenymon']",['UnitedStates'],TV-G,"[""Kids'TV"", 'TVComedies', 'TVSci-Fi&Fantasy']"
TV Show,the haunting of bly manor,['nan'],"['VictoriaPedretti', 'OliverJackson-Cohen', 'HenryThomas', 'AmeliaEve', ""T'NiaMiller"", 'RahulKohli', 'TahirahSharif', 'AmelieBeaSmith', 'BenjaminEvanAinsworth']",['UnitedStates'],TV-MA,"['TVDramas', 'TVHorror', 'TVMysteries']"
TV Show,the haunting of hill house,['nan'],"['MichielHuisman', 'CarlaGugino', 'TimothyHutton', 'HenryThomas', 'ElizabethReaser', 'OliverJackson-Cohen', 'KateSiegel', 'VictoriaPedretti', 'LuluWilson', 'MckennaGrace', 'PaxtonSingleton', 'JulianHilliard', 'VioletMcGraw']",['UnitedStates'],TV-MA,"['TVDramas', 'TVHorror', 'TVMysteries']"
Movie,the haunting of molly hartley,['MickeyLiddell'],"['HaleyBennett', 'JakeWeber', 'ChaceCrawford', 'ShannonWoodward', 'ShannaCollins', 'AnnaLynneMcCord', 'MarinHinkle', 'NinaSiemaszko', 'JoshStewart', 'JessicaLowndes', 'RandyWayne']",['UnitedStates'],PG-13,"['HorrorMovies', 'Thrillers']"
Movie,the healer,['PacoArango'],"['OliverJackson-Cohen', 'CamillaLuddington', 'JonathanPryce', 'JorgeGarcía', 'KaitlynBernard']","['Spain', 'Canada', 'UnitedStates']",TV-14,"['Children&FamilyMovies', 'Dramas', 'Faith&Spirituality']"
TV Show,the healing powers of dude,['nan'],"['JaceChapman', 'LarisaOleynik', 'TomEverettScott', 'SteveZahn', 'MauricioLara', 'SophieKim', 'LaurelEmory']",['nan'],TV-G,"[""Kids'TV"", 'TVComedies', 'TVDramas']"
Movie,the heartbreak club,"['CharlesGozali', 'BagusBramanti']","['BhismaMulia', 'DeniraWiraguna', 'DidiKempot', 'SiscaJKT48', 'ErickEstrada', 'AsriWelas', 'MoSidik', 'EmilKusumo', 'DedeSatria', 'RezcaSyam']",['Indonesia'],TV-14,"['Comedies', 'Dramas', 'InternationalMovies']"
Movie,the heartbreak kid,"['BobbyFarrelly', 'PeterFarrelly']","['BenStiller', 'MichelleMonaghan', 'JerryStiller', 'MalinAkerman', 'StephanieCourtney', 'RobCorddry', 'CarlosMencia', 'AliHillis', 'DannyMcBride', 'ScottWilson']",['UnitedStates'],R,"['Comedies', 'RomanticMovies']"
Movie,the heat: a kitchen (r)evolution,['MayaGallus'],['nan'],['Canada'],TV-MA,['Documentaries']
Movie,the help,['TateTaylor'],"['EmmaStone', 'ViolaDavis', 'BryceDallasHoward', 'OctaviaSpencer', 'JessicaChastain', ""AhnaO'Reilly"", 'AllisonJanney', 'AnnaCamp', 'CicelyTyson', 'MikeVogel', 'SissySpacek', 'MarySteenburgen', 'CarolSutton', 'DanaIvey', 'AmyBeckwith', 'AunjanueEllis', 'KelseyScott', 'LaurenMiller', 'TarraRiggs', 'WesChatham', 'AshleyJohnson', 'RoslynRuff', 'BrianKerwin', 'ShaneMcRae', 'ChrisLowell', 'CharlesCooper', 'LeslieJordan', 'LaChanze', 'ElizabethSmith', 'NelsanEllis', 'RitchieMontgomery', 'TedWelch', 'DavidOyelowo', 'TiffanyBrouwer']",['UnitedStates'],PG-13,['Dramas']
Movie,the heretics,['ChadArchibald'],"['NinaKiri', 'RyBarrett', 'JorjaCadence', 'WillKing', 'NinaRichmond']",['Canada'],TV-MA,['HorrorMovies']
Movie,the heroes of evil,['ZoeBerriatúa'],"['EmilioPalacios', 'JorgeClemente', 'BeatrizMedina', 'MacarenaGómez', 'OliviaBaglivi', 'PaulaSoldevila', 'NachoCoronado', 'BeatrizOlivares']",['Spain'],TV-MA,"['Dramas', 'InternationalMovies']"
Movie,the heyday of the insensitive bastards,"['MarkColumbus', 'LaurenHoekstra', 'SarahKruchowski', 'RyanMoody', 'SimonSavelyev', 'VanitaShastry', 'ShadaeLamarSmith', 'JeremyDavidWhite']","['JamesFranco', 'RicoRodriguez', 'AbigailSpencer', 'NataliePortman', 'KristenWiig', 'AmberTamblyn', 'JimParrack', 'KateMara', 'ThomasMann', 'MatthewModine', 'JacobLoeb']",['UnitedStates'],TV-MA,"['Dramas', 'IndependentMovies']"
Movie,the highwaymen,['JohnLeeHancock'],"['KevinCostner', 'WoodyHarrelson', 'KathyBates', 'JohnCarrollLynch', 'ThomasMann', 'KimDickens', 'W.EarlBrown', 'WilliamSadler']",['UnitedStates'],R,['Dramas']
Movie,the history of future folk,"['JohnMitchell', 'JeremyKippWalker']","[""Nilsd'Aulaire"", 'JayKlaitz', 'JulieAnnEmery', 'AprilL.Hernandez', 'OnataAprile', 'DeeSnider']",['UnitedStates'],TV-14,"['Action&Adventure', 'Comedies', 'IndependentMovies']"
TV Show,the hockey girls,"['KikoCruzClaverol', 'PatriciaFont']","['IriadelRío', 'NoraNavas', 'JosepLinuesa', 'NatàliaBarrientos', 'DèliaBrufau', 'YasminaDrissiSales', 'JúliaGibert', 'MireiaOriol', 'AsiaOrtegaLeiva', 'ClaudiaRiera', 'MireiaAixalà', 'JuliFàbregas', 'ÀgataRoca', 'MarcClotet']",['Spain'],TV-MA,"['InternationalTVShows', 'TVComedies', 'TVDramas']"
Movie,the holiday calendar,['BradleyWalsh'],"['KatGraham', 'QuincyBrown', 'EthanPeck', 'RonCephasJones', 'GenelleWilliams', 'AliHassan', 'RodrigoFernandez-Stoll', 'LauradeCarteret', 'KevinHanchard', 'RomaineWaite']",['UnitedStates'],TV-G,"['Dramas', 'RomanticMovies']"
TV Show,the holiday movies that made us,['nan'],['nan'],['UnitedStates'],TV-PG,['Docuseries']
TV Show,the hollow,['nan'],"['AdrianPetriw', 'AshleighBall', 'ConnorParnall', 'MarkHildreth', 'AlexBarima', 'JesseMoss', 'DianaKaarina', 'BrianDobson']",['Canada'],TV-Y7,"[""Kids'TV"", 'TVThrillers']"
Movie,the hollow point,['GonzaloLópez-Gallego'],"['PatrickWilson', 'IanMcShane', 'JohnLeguizamo', 'LynnCollins', 'JimBelushi', 'KarliHall', 'DavidH.Stevens', 'DerekBoone']",['UnitedStates'],R,['Action&Adventure']
TV Show,the hollywood masters,['nan'],['nan'],['UnitedStates'],TV-MA,['Stand-UpComedy&TalkShows']
Movie,the holy man,['NoteChern-Yim'],"['PongsakPongsuwan', 'NoteChern-Yim', 'SarawutPhumthong', 'SavikaChaiyadej', 'SomlekSakdikul', 'PetchtaiWongkamlao']",['Thailand'],TV-14,"['Comedies', 'Faith&Spirituality', 'InternationalMovies']"
TV Show,the homecoming,['nan'],"['Se-yoonYoo', 'TylerRasch', 'GuillaumePatry', 'NikolaiJohnsen']",['nan'],TV-PG,"['InternationalTVShows', 'KoreanTVShows', 'RealityTV']"
TV Show,the honeymoon stand up special,['nan'],"['NatashaLeggero', 'MosheKasher']",['UnitedStates'],TV-MA,"['Stand-UpComedy&TalkShows', 'TVComedies']"
TV Show,the hook up plan,['nan'],"['MarcRuchmann', 'ZitaHanrot', 'SabrinaOuazani', 'JoséphineDrai', 'SyrusShahidi', 'YvanNaubron', 'GuillaumeLabbé', 'TomDingler']",['France'],TV-MA,"['InternationalTVShows', 'RomanticTVShows', 'TVComedies']"
Movie,the house next door,['MilindRau'],"['Siddharth', 'AndreaJeremiah', 'AnishaVictor', 'AtulKulkarni', 'Suresh', 'PrakashBelawadi']",['India'],TV-MA,"['HorrorMovies', 'InternationalMovies', 'Thrillers']"
TV Show,the house of flowers,['nan'],"['VerónicaCastro', 'AislinnDerbez', 'CeciliaSuárez', 'DarioYazbekBernal', 'PacoLeón', 'ArturoRíos', 'JuanPabloMedina', 'VerónicaLanger', 'LucasVelázquez']",['Mexico'],TV-MA,"['InternationalTVShows', 'Spanish-LanguageTVShows', 'TVComedies']"
Movie,the house of flowers presents: the funeral,['ManoloCaro'],"['CeciliaSuárez', 'AislinnDerbez', 'DarioYazbek', 'JuanPabloMedina', 'ArturoRíos', 'PacoLeón', 'NormaAngélica', 'DavidOstrosky', 'VerónicaLanger', 'LucasVelázquez']",['nan'],TV-MA,['Movies']
Movie,the house on coco road,['DamaniBaker'],['nan'],['UnitedStates'],TV-14,['Documentaries']
TV Show,the house that made me,['nan'],['VinayPathak'],['India'],TV-PG,"['InternationalTVShows', 'RealityTV']"
Movie,the hows of us,['CathyGarcia-Molina'],"['KathrynBernardo', 'DanielPadilla', 'DarrenEspanto', 'JeanGarcia', 'SusanAfrica', 'RiaAtayde', 'KitThompson', 'OdetteKhan', 'AlwynUytingco', 'JuanMiguelSevero']",['Philippines'],TV-14,"['Dramas', 'InternationalMovies', 'RomanticMovies']"
Movie,the human factor: the untold story of the bombay film orchestras,['RudradeepBhattacharjee'],['nan'],['India'],TV-PG,"['Documentaries', 'InternationalMovies', 'Music&Musicals']"
Movie,the humanity bureau,['RobW.King'],"['NicolasCage', 'SarahLind', 'HughDillon', 'JakobDavies', 'VicellousShannon', 'KurtMaxRunte', 'LorneCardinal', 'JettKlyne', 'DavidLovgren']",['Canada'],R,"['Action&Adventure', 'Sci-Fi&Fantasy']"
Movie,the hummingbird project,['KimNguyen'],"['JesseEisenberg', 'AlexanderSkarsgård', 'SalmaHayek', 'MichaelMando', 'SarahGoldberg', 'AnnaMaguire', 'FrankSchorpion', 'JohanHeldenbergh', 'KwasiSongui', 'AyishaIssa']","['Canada', 'Belgium']",R,"['Dramas', 'IndependentMovies']"
Movie,the hundred-foot journey,['LasseHallström'],"['HelenMirren', 'OmPuri', 'ManishDayal', 'CharlotteLeBon', 'AmitShah', 'FarzanaDuaElahe', 'DillonMitra', 'AriaPandya']","['UnitedStates', 'India', 'UnitedArabEmirates']",PG,"['Comedies', 'Dramas']"
TV Show,the hunt,['nan'],['DavidAttenborough'],['UnitedKingdom'],TV-PG,"['BritishTVShows', 'Docuseries', 'Science&NatureTV']"
Movie,the hurricane heist,['RobCohen'],"['TobyKebbell', 'MaggieGrace', 'RyanKwanten', 'RalphIneson', 'MelissaBolona', 'BenCross', 'JamieAndrewCutler']","['UnitedKingdom', 'UnitedStates']",PG-13,['Action&Adventure']
Movie,the hurt business,['VladYudin'],['KevinCostner'],['UnitedStates'],PG-13,"['Documentaries', 'SportsMovies']"
TV Show,the i-land,['nan'],"['NatalieMartinez', 'KateBosworth', 'RonaldPeet', 'KyleSchmid', 'AlexPettyfer', 'SibyllaDeen', 'GillesGeary', 'AnthonyLeeMedina', 'KotaEberhardt', 'MichelleVeintimilla', 'BruceMcGill']",['UnitedStates'],TV-MA,"['TVAction&Adventure', 'TVDramas', 'TVSci-Fi&Fantasy']"
TV Show,the idhun chronicles,['MaiteRuizDeAustri'],"['MichelleJenner', 'ItzanEscamilla', 'SergioMur', 'NicoRomero', 'CarlosCuevas']",['Spain'],TV-14,"['AnimeSeries', 'InternationalTVShows', 'Spanish-LanguageTVShows']"
TV Show,the iliza shlesinger sketch show,['nan'],"['IlanaBecker', 'KerryCoddett', 'TarikDavis', 'MatthewDellapina', 'DavidEbert', 'StinkFisher', 'IlianaInocencio', 'IlizaShlesinger']",['UnitedStates'],TV-MA,['TVComedies']
Movie,the imaginarium of doctor parnassus,['TerryGilliam'],"['HeathLedger', 'ChristopherPlummer', 'AndrewGarfield', 'VerneTroyer', 'LilyCole', 'TomWaits', 'JohnnyDepp', 'ColinFarrell', 'JudeLaw']","['UnitedKingdom', 'Canada', 'France', 'UnitedStates']",PG-13,"['Action&Adventure', 'Sci-Fi&Fantasy']"
Movie,the impossible,['J.A.Bayona'],"['NaomiWatts', 'EwanMcGregor', 'TomHolland', 'SamuelJoslin', 'OakleePendergast', 'MartaEtura', 'SönkeMöhring', 'GeraldineChaplin', 'PloyJindachote', 'JomjaoiSae-Limh']","['Spain', 'Thailand', 'UnitedStates']",PG-13,['Dramas']
TV Show,the in-laws,['nan'],"['LouiseLee', 'RuiEn', 'PierrePng', 'DarrenLim', 'CynthiaKoh', 'BelindaLee']",['Singapore'],TV-14,"['InternationalTVShows', 'TVDramas']"
TV Show,the inbestigators,['nan'],"['AbbyBergman', 'AnnaCooke', 'AstonDroomer', 'JamilSmyth-Secka', 'JamesSaunders', 'MariaAngelico', 'ElizaOng']",['Australia'],TV-Y,"[""Kids'TV"", 'TVComedies']"
TV Show,the inbetweeners,['nan'],"['SimonBird', 'JamesBuckley', 'BlakeHarrison', 'JoeThomas', 'GregDavies', 'EmilyHead', 'MartinTrenaman', 'BelindaStewart-Wilson', 'RobinWeaver', 'HenryLloyd-Hughes']",['UnitedKingdom'],TV-MA,"['BritishTVShows', 'TVComedies']"
Movie,the incident,['IsaacEzban'],"['RaúlMéndez', 'NaileaNorvind', 'HernánMendoza', 'HumbertoBusto', 'FernandoÁlvarezRebeil', 'GabrielSantoyo', 'PaulinaMontemayor', 'HéctorMendoza', 'LeonelTinajero', 'MarcosMoreno']",['Mexico'],TV-MA,"['InternationalMovies', 'Sci-Fi&Fantasy', 'Thrillers']"
Movie,the incredible jessica james,['JimStrouse'],"['JessicaWilliams', ""ChrisO'Dowd"", 'LakeithStanfield', 'NoëlWells', 'TaliyahWhitaker', 'ZabrynaGuevara', 'SarahJones', 'WillStephen', 'SusanHeyward', 'MeganKetch']",['UnitedStates'],TV-MA,"['Comedies', 'IndependentMovies', 'RomanticMovies']"
Movie,the incredible story of the giant pear,"['PhilipEinsteinLipski', 'JørgenLerdam', 'AmalieNæsbyFick']","['PaulTylak', 'SusiePower', 'RogerGregg', 'DermotMagennis', 'MarcusLamb', 'J.DrewLucas']",['Denmark'],TV-G,['Children&FamilyMovies']
Movie,the incredibles 2,['BradBird'],"['CraigT.Nelson', 'HollyHunter', 'SamuelL.Jackson', 'SarahVowell', 'HuckMilner', 'CatherineKeener', 'BobOdenkirk', 'SophiaBush', 'BradBird', 'JohnRatzenberger']",['UnitedStates'],PG,"['Children&FamilyMovies', 'Comedies']"
TV Show,the indian detective,['nan'],"['RussellPeters', 'AnupamKher', 'ChristinaCole', 'MishqahParthiephal', 'HamzaHaq', 'MerenReddy', 'WilliamShatner']","['Canada', 'Germany', 'SouthAfrica']",TV-14,"['CrimeTVShows', 'InternationalTVShows', 'TVComedies']"
Movie,the indian in the cupboard,['FrankOz'],"['HalScardino', 'Litefoot', 'LindsayCrouse', 'RichardJenkins', 'RishiBhat', 'SteveCoogan', 'DavidKeith', 'SakinaJaffrey', 'VincentKartheiser', 'NestorSerrano']",['UnitedStates'],PG,"['Children&FamilyMovies', 'Dramas']"
Movie,the influence,['DennisRoviravanBoekholt'],"['ManuelaVellés', 'MaggieCivantos', 'AlainHernández', 'ClaudiaPlacer', 'DanielaRubio', 'EmmaSuárez', 'RamónEsquinas', 'FelipeGarcíaVélez', 'MarianaCordero']","['Spain', 'France']",TV-MA,"['HorrorMovies', 'InternationalMovies']"
Movie,the informant!,['StevenSoderbergh'],"['MattDamon', 'ScottBakula', 'JoelMcHale', 'MelanieLynskey', 'ThomasF.Wilson', 'PattonOswalt', 'TonyHale', 'EddieJemison', 'PaulF.Tompkins', 'TomPapa']",['UnitedStates'],R,"['Comedies', 'Dramas']"
TV Show,the inmate,['nan'],"['IgnacioSerricchio', 'AnaClaudiaTalancón', 'FlavioMedina', 'LuisFelipeTovar', 'MarianaSeoane', 'GuyEcker', 'IsabellaCastillo', 'BradleyStryker', 'GustavoSánchezParra', 'LeonardoOrtizgris', 'AlejandroCalva', 'RodrigoOviedo', 'RamónMedína', 'ErikHayser', 'TiaréScanda']",['Mexico'],TV-MA,"['CrimeTVShows', 'InternationalTVShows', 'Spanish-LanguageTVShows']"
TV Show,the innocence files,['nan'],['nan'],['UnitedStates'],TV-MA,"['CrimeTVShows', 'Docuseries']"
TV Show,the innocent man,['nan'],['JohnGrisham'],['UnitedStates'],TV-MA,"['CrimeTVShows', 'Docuseries']"
TV Show,the innocents,['nan'],"['SorchaGroundsell', 'PercelleAscott', 'GuyPearce', 'SamHazeldine', 'NadineMarshall', 'JóhannesHaukurJóhannesson', 'LauraBirn', 'IngunnBeateØyen', 'ArthurHughes', 'TrondFausa', 'LiseRisomOlsen', 'PhilipWright']",['UnitedKingdom'],TV-MA,"['BritishTVShows', 'InternationalTVShows', 'RomanticTVShows']"
Movie,the intent,"['FemiOyeniran', 'KalvadourPeterson']","['DylanDuffus', 'Scorcher', 'ShoneRomulus', 'JadeAsha', 'FemiOyeniran', 'AshleyChin', 'NickySlimtingWalker', 'Fekky']",['UnitedKingdom'],TV-MA,"['Dramas', 'InternationalMovies', 'Thrillers']"
Movie,the intent 2: the come up,"['FemiOyeniran', 'NickySlimtingWalker']","['JustinClarkeSamuel', 'AshleyChin', 'NickySlimtingWalker', 'FemiOyeniran', 'DylanDuffus', 'ShoneRomulus', 'AdamDeacon', 'KarenBryson', 'SelvaRasalingam', 'JayBrown']",['UnitedKingdom'],TV-MA,"['Dramas', 'InternationalMovies']"
Movie,the international player,['AhmedMedhat'],"['YoussefElSherif', 'ArwaGouda', 'SalahAbdullah', 'MohamedLotfy', 'DalalAbdelAziz', 'RahmahHasan']",['Egypt'],TV-14,"['Dramas', 'InternationalMovies', 'SportsMovies']"
Movie,the interview,['CraigMonahan'],"['HugoWeaving', 'TonyMartin', 'AaronJeffery', 'PaulSonkkila', 'MichaelCaton', 'PeterMcCauley']",['Australia'],NR,"['CultMovies', 'Dramas', 'Thrillers']"
Movie,the intouchables,"['OlivierNakache', 'ÉricToledano']","['FrançoisCluzet', 'OmarSy', 'AnneLeNy', 'AudreyFleurot', 'JoséphinedeMeaux', 'ClotildeMollet', 'AlbaGaïaKraghedeBellugi', 'CyrilMendy']",['France'],R,"['Comedies', 'Dramas', 'InternationalMovies']"
Movie,the invention of lying,"['RickyGervais', 'MatthewRobinson']","['RickyGervais', 'JenniferGarner', 'JonahHill', 'LouisC.K.', 'JeffreyTambor', 'FionnulaFlanagan', 'RobLowe', 'TinaFey', 'DonnaSorbello', 'StephanieMarch']",['UnitedStates'],PG-13,"['Comedies', 'RomanticMovies']"
TV Show,the investigator: a british crime story,['nan'],"['MarkWilliams-Thomas', 'RickWarden', 'FrancesMillar', 'TanyaWinsor', 'AliceHarding', 'DavidBannerman', 'DanielleBird', 'EvePerry', 'PollyLewis', 'BillyJamesMachin']",['UnitedKingdom'],TV-MA,"['BritishTVShows', 'CrimeTVShows', 'Docuseries']"
Movie,the invisible guardian,['FernandoGonzálezMolina'],"['MartaEtura', 'ElviraMínguez', 'FrancescOrella', 'ItziarAizpuru', 'Nene', 'MiquelFernández', 'PedroCasablanc', 'ColinMcFarlane', 'BennNorthover']","['Spain', 'Germany']",TV-MA,"['InternationalMovies', 'Thrillers']"
Movie,the invisible guest,['PauloOriol'],"['MarioCasas', 'AnaWagener', 'JoséCoronado', 'BárbaraLennie', 'FrancescOrella', 'PacoTous', 'DavidSelvas']",['Spain'],TV-14,"['InternationalMovies', 'Thrillers']"
Movie,the invitation,['KarynKusama'],"['LoganMarshall-Green', 'EmayatzyCorinealdi', 'AidenLovekamp', 'MichelleKrusiec', 'MikeDoyle', 'JordiVilasuso', 'JayLarson', 'MariehDelfino', 'TammyBlanchard', 'MichielHuisman', 'LindsayBurdge', 'JohnCarrollLynch']",['UnitedStates'],TV-MA,"['HorrorMovies', 'IndependentMovies', 'Thrillers']"
TV Show,the irish mob,['nan'],['MickeySpillane'],['nan'],TV-MA,"['CrimeTVShows', 'Docuseries']"
Movie,the irishman,['MartinScorsese'],"['RobertDeNiro', 'AlPacino', 'JoePesci', 'HarveyKeitel', 'RayRomano', 'BobbyCannavale', 'AnnaPaquin', 'StephenGraham', 'StephanieKurtzuba', 'KathrineNarducci', 'WelkerWhite', 'JessePlemons', 'JackHuston', 'DomenickLombardozzi', 'LouisCancelmi', 'PaulHerman', 'GaryBasaraba', 'MarinIreland', 'SebastianManiscalco', 'StevenVanZandt']",['UnitedStates'],R,['Dramas']
Movie,the irishman: in conversation,['nan'],"['MartinScorsese', 'RobertDeNiro', 'AlPacino', 'JoePesci']",['UnitedStates'],TV-MA,['Documentaries']
Movie,the iron lady,['PhyllidaLloyd'],"['MerylStreep', 'JimBroadbent', 'AlexandraRoach', 'HarryLloyd', 'OliviaColman', 'IainGlen', 'VictoriaBewick', 'NicholasFarrell', 'JohnSessions', 'AnthonyHead', 'DavidWesthead', 'JulianWadham', 'RichardE.Grant', 'AngusWright', 'RogerAllam', 'MichaelPennington', 'SusanBrown', 'PhoebeWaller-Bridge']","['UnitedKingdom', 'France']",PG-13,"['Dramas', 'InternationalMovies']"
TV Show,the irregular at magic high school,['nan'],"['YuichiNakamura', 'SaoriHayami', 'YumiUchiyama', 'TakumaTerashima', 'SatomiSato', 'AtsushiTamaru', 'SoraAmamiya', 'YuikoTatsumi', 'MarinaInoue', 'RyoheiKimura', 'JunichiSuwabe', 'KanaHanazawa', 'MaiNakahara', 'SakiOgasawara', 'HarukaTomatsu', 'TomokazuSugita', 'YoshitsuguMatsuoka', 'AyumuMurase']",['Japan'],TV-14,"['AnimeSeries', 'InternationalTVShows', 'TeenTVShows']"
Movie,the island,['TokaMcBaror'],"['SambasaNzeribe', 'SegunArinze', 'TokunboIdowu', 'FemiAdebayo']",['Nigeria'],TV-14,"['Dramas', 'InternationalMovies', 'Thrillers']"
TV Show,the it crowd,['nan'],"[""ChrisO'Dowd"", 'RichardAyoade', 'KatherineParkinson', 'MattBerry']",['UnitedKingdom'],TV-MA,"['BritishTVShows', 'Classic&CultTV', 'InternationalTVShows']"
Movie,the ivory game,"['KiefDavidson', 'RichardLadkani']",['nan'],['Austria'],TV-14,['Documentaries']
Movie,the jack king affair,"['BenjaminCohen', 'NicolasCotto']",['nan'],['France'],TV-14,"['Documentaries', 'InternationalMovies']"
TV Show,the jaime maussan show,['nan'],['JaimeMaussan'],['UnitedStates'],TV-PG,"['Docuseries', 'InternationalTVShows', 'Spanish-LanguageTVShows']"
Movie,the jane austen book club,['RobinSwicord'],"['MariaBello', 'EmilyBlunt', 'KathyBaker', 'AmyBrenneman', 'MaggieGrace', 'JimmySmits', 'HughDancy', 'MarcBlucas', 'LynnRedgrave', 'KevinZegers', 'NancyTravis']",['UnitedStates'],PG-13,"['Comedies', 'Dramas', 'RomanticMovies']"
TV Show,the joel mchale show with joel mchale,['nan'],['JoelMcHale'],['UnitedStates'],TV-MA,"['Stand-UpComedy&TalkShows', 'TVComedies']"
Movie,the journey is the destination,['BronwenHughes'],"['BenSchnetzer', 'KellyMacdonald', 'SamHazeldine', 'EllaPurnell', 'MariaBello', 'YusraWarsama']",['UnitedStates'],R,['Dramas']
TV Show,the judgement,['nan'],"['LapassalalJiravechsoontornkul', 'NontanunAnchuleepradit', 'ThanabordeeJaiyen', 'PamigaSooksawee', 'PongsathonLaiwrakoran', 'NaraThepnupa', 'PremananSripanich', 'TanutchaiWijitvongtong', 'WasuSansingkeaw', 'ArpasiriNitipon']",['Thailand'],TV-MA,"['CrimeTVShows', 'InternationalTVShows', 'TVDramas']"
TV Show,the jungle book,['nan'],"['EmmaTate', 'JimmyHibbert', 'SamGold', 'DavidHolt', 'JosephJ.Terry']","['India', 'Germany', 'France']",TV-Y7,"[""Kids'TV""]"
Movie,the jungle school,['RiriRiza'],"['PrisiaNasution', 'NyungsangBungo', 'RukmanRosadi', 'NadhiraSuryadi', 'InesSomellera']",['Indonesia'],TV-PG,"['Dramas', 'InternationalMovies']"
TV Show,the k2,['nan'],"['JiChang-wook', 'SongYoon-a', 'LimYoona', 'ChoSeong-ha', 'KimKap-soo', 'LeeJung-jin', 'SonTae-young', 'ShinDong-mi']",['SouthKorea'],TV-14,"['InternationalTVShows', 'KoreanTVShows', 'RomanticTVShows']"
Movie,the karate kid,['HaraldZwart'],"['JadenSmith', 'JackieChan', 'TarajiP.Henson', 'WenwenHan', 'YuRongguang', 'ZhensuWu', 'ZhihengWang', 'ZhenweiWang', 'ShijiaLü', 'YiZhao']","['UnitedStates', 'China']",PG,"['Children&FamilyMovies', 'Dramas']"
TV Show,the keepers,['nan'],['nan'],['UnitedStates'],TV-MA,"['CrimeTVShows', 'Docuseries', 'TVMysteries']"
Movie,the keeping hours,['KarenMoncrieff'],"['LeePace', 'CarrieCoon', 'SanderThomas', 'AmySmart', 'RayBaker', 'AnaOrtiz', 'MollyHagan', 'ChristinaVidal', 'AnnaDiop', 'JaneDaly', 'CliffChamberlain']",['UnitedStates'],PG-13,"['Dramas', 'Thrillers']"
Movie,the killer,['MarceloGalvão'],"['DiogoMorgado', 'EtienneChicot', 'MariadeMedeiros', 'DetoMontenegro', 'JonasLeite', 'PauloGorgulho', 'WillRoberts', 'AllanLima', 'EduardoGalvão', 'IgorGalvão']",['Brazil'],TV-MA,"['Action&Adventure', 'InternationalMovies']"
Movie,the killing of a sacred deer,['YorgosLanthimos'],"['ColinFarrell', 'NicoleKidman', 'BarryKeoghan', 'AliciaSilverstone', 'RaffeyCassidy', 'SunnySuljic', 'BillCamp', 'DrewLogan', 'BarryG.Bernson', 'DeniseDalVera', 'HerbCaillouet']","['Ireland', 'UnitedKingdom']",R,"['Dramas', 'IndependentMovies', 'Thrillers']"
Movie,the kindergarten teacher,['SaraColangelo'],"['MaggieGyllenhaal', 'ParkerSevak', 'GaelGarcíaBernal', 'MichaelChernus', 'AnnaBaryshnikov', 'RosaSalazar', 'AjayNaidu']","['UnitedStates', 'Israel', 'UnitedKingdom', 'Canada']",R,"['Dramas', 'IndependentMovies']"
